X1,X2,Y
-1.763953803733215,1.2706666823590775,0
4.775910962307089,1.2551646770766736,1
-5.275341603168576,0.2596519786366281,1
1.6915880028266397,-0.7261261233419343,1
-0.314536658883055,0.19579464273611988,0
0.5742428374189663,0.9497785774773706,0
-1.5717606784251767,0.3024427528500121,0
2.322981568635001,4.3740178960607015,1
-3.611207798679464,2.9549165050049675,1
-1.007817057838086,-0.5212649457413364,0
1.4796760537787157,2.7205338094844436,1
4.731553325928371,2.322964851702545,1
0.959782473169086,2.8523661521130133,1
-0.8840681490798364,-0.2638409918177039,0
-0.35843624055986933,-0.41537045898261643,0
-3.44904627060368,1.0538745892221795,1
0.5589482144429923,-0.04624851693286963,0
-0.1834514151675181,0.9290040501320107,0
0.5370281711588897,0.8441344176917279,0
-1.1965572895883922,1.936644270375717,0
3.1991053857998932,2.380007363604972,1
0.530533028289027,-0.27386687866521187,0
-0.09957346259388533,-0.6135685848765022,1
1.8439069359565718,3.916648617387655,1
-3.398437694595227,1.2569770308783208,1
0.7535839098211855,1.4741273025270494,0
1.0762373075714238,0.12072660490128816,0
4.072249371218248,3.1711493896487464,1
0.12464371490567921,0.2157835806981846,0
0.3579458659153266,-0.12796393392190408,0
0.4027781280017605,-0.2740691428255127,0
-3.1252682378114707,-0.30537867645883043,1
0.35842775473326416,0.0829431153641195,0
1.9442460890016582,1.5616181294977045,1
-0.276896048078847,0.23162287312419227,0
1.2015570322331721,-1.1859782875707998,0
-5.412195070387443,0.6770571917821808,1
3.4180202028167237,1.8157627964204222,1
1.6572384799321647,0.5483745538027438,0
-0.21198276321289858,-0.09609166798957398,0
-1.9222045569251003,-0.5514680727685737,0
0.8575263141795645,-1.5310632403190179,0
0.16140662518368626,-0.8866825784365434,0
1.4294399797200037,1.2886579514506438,1
0.483484814043575,1.2440981155963302,0
-0.7883170664251166,0.44002148433989097,0
-1.4219381589916633,0.45673934663528726,0
-0.32417151225929064,0.405700294636952,0
4.041818893491529,-0.9995786720973729,1
0.5714380280067332,2.2552215098215296,0
2.2604393535941787,2.4886654333147367,1
-0.38627921896299133,0.7449643300275829,1
-1.2975580713906572,-0.3685533556970375,0
-0.13240256850036838,-2.0608923671181207,0
-1.7483357175172112,-0.25307768406371645,0
-2.1286488336391467,1.0970591364170033,0
-0.7477541474524003,0.10742756401967413,0
-0.5117520786277653,-1.2340571374154998,0
-1.341387936377762,0.8140482779743616,0
-4.443564587774674,1.0460820585957658,1
3.9057744890764154,1.4336960632587143,1
2.070981118195428,1.8249945750954215,0
4.407549488306239,1.3259567008957194,1
1.9222897332417292,1.9715366804797076,1
-1.4125847082018126,1.7989153306703458,0
-0.19279150171591203,-0.1819073589875273,0
-3.132503294395936,4.14392933507087,1
-0.8022347695810649,0.449415037314424,0
0.28067981005012843,2.524331401896685,1
-0.4717064362122026,-1.944541093496478,0
0.38005329328277,-1.192381488391455,0
2.5827849595464936,2.798407316421637,1
0.4211197385049474,-1.0506768149892172,0
-4.370800325351865,3.100740424134379,1
-2.852869661627571,-1.222900063158238,1
3.288728718538407,1.6830824647773521,1
1.578751865210012,2.0089080472427066,1
0.962227316023377,0.40087772644141134,0
3.429813960794628,5.364551664150749,1
-3.2205405091269705,-0.10209274334171559,1
3.6228987066744773,0.32917642454613016,1
1.1463927201084794,0.6029668501216505,0
0.9162221916205404,-0.1656115060556161,1
0.661477432425554,-0.3692444856138752,0
-0.5938665336381106,-0.9959859704236905,0
2.190480772515121,2.2594752880723172,1
1.1341182981926399,1.7045441240417656,0
0.6108993777053597,-0.028348274478875855,0
-5.226290503616707,0.7627424071614488,1
1.8449551370667994,0.7330544893039294,0
-1.9114619853892978,-1.0221135075892542,0
5.335980860993391,0.8787521206766138,1
-2.133891069557986,2.2151673102076104,0
-4.189312632101332,2.5044401138825294,1
-2.7487216447541716,-0.8465422280537865,0
-0.6011799402520097,0.6612097062477481,0
1.5882618113827793,1.3258841475547953,0
2.62623632487911,2.2451149307326292,1
4.3892419944314005,2.1173387591904866,1
0.03128893616106383,0.4353030206257004,0
3.4672507038339146,3.492989120430752,1
-0.6081674576335607,2.92569388415623,1
0.007215834350771587,0.205053898702053,0
1.840359838984297,0.799230918127327,0
